Unnamed: 0,Drug1,Drug2,Cell line,synergy,fold,index,Cosmic sample Id,Tissue,set,predict,abs_error
3307,CYCLOPHOSPHAMIDE,ABT-888,HT144,7.7012014511,0,3307,907067.0,skin,test_dc,7.7479506,0.04674910279404276
21525,VINORELBINE,AZD1775,T-47D,-13.6059884367,4,21525,905945.0,breast,test_dc,-13.557197,0.04879181957353573
7997,GEMCITABINE,MK-2206,SKMES1,-13.9315692718,1,7997,909728.0,lung,test_dc,-13.981229,0.04965955663017496
15528,MK-5108,SN-38,MDAMB436,5.7672742946,1,15528,1240172.0,breast,test_dc,5.716771,0.05050316880654293
10149,METFORMIN,BORTEZOMIB,MDAMB436,-4.6415256825,4,10149,1240172.0,breast,test_dc,-4.6923523,0.050826612421874806
21817,VINORELBINE,MK-2206,LNCAP,12.163715711,0,21817,907788.0,urogenital_system,test_dc,12.112674,0.05104195153955082
778,5-FU,ZOLINZA,OCUBM,-7.8034975342,2,778,909256.0,breast,test_dc,-7.8555717,0.052074212626171956
25606,CARBOPLATIN,ABT-888,VCAP,1.4305425494,1,25606,1299075.0,urogenital_system,test_dc,1.3772238,0.053318700103430094
602,5-FU,PD325901,A375,-1.7928723117,0,602,906793.0,skin,test_dc,-1.7386951,0.05417716704667974
24744,AZD1775,MK-8776,T-47D,9.7692426841,3,24744,905945.0,breast,test_dc,9.714782,0.05446092293056637
25584,CARBOPLATIN,ABT-888,MDAMB436,8.5776318769,1,25584,1240172.0,breast,test_dc,8.521429,0.056202815010351515
13041,MK-4541,AZD1775,MDAMB436,8.4515811065,3,13041,1240172.0,breast,test_dc,8.508103,0.05652226416650308
5350,DOXORUBICIN,AZD1775,HT144,15.4897314102,3,5350,907067.0,skin,test_dc,15.546447,0.056715390031934376
4510,DEXAMETHASONE,ABT-888,SKMEL30,4.1104494249,2,4510,909726.0,skin,test_dc,4.167745,0.057295688472803086
13273,MK-4541,DEXAMETHASONE,LNCAP,12.2163895465,2,13273,907788.0,urogenital_system,test_dc,12.157175,0.059214482413086245
26498,CYCLOPHOSPHAMIDE,BORTEZOMIB,SW837,5.0059096372,0,26498,909755.0,digestive_system,test_dc,5.0652385,0.059328838599560285
19299,SUNITINIB,LAPATINIB,UWB1289,13.668223254,3,19299,1480374.0,urogenital_system,test_dc,13.607343,0.06088053396826254
14905,MK-4827,SN-38,NCIH23,25.5437032544,2,14905,905942.0,lung,test_dc,25.480991,0.06271189087460982
36243,MK-4541,CYCLOPHOSPHAMIDE,HCT116,2.8509275995,0,36243,905936.0,digestive_system,test_dc,2.9158788,0.06495117323559585
24694,AZD1775,MK-8669,VCAP,16.0412645851,4,24694,1299075.0,urogenital_system,test_dc,15.976101,0.06516366346913927
25782,CARBOPLATIN,DINACICLIB,NCIH2122,-6.4705489798,1,25782,722046.0,lung,test_dc,-6.5409803,0.07043135925029276
30668,GEMCITABINE,ABT-888,LOVO,-2.3760725672,0,30668,907790.0,digestive_system,test_dc,-2.4477553,0.07168276956147457
19004,SUNITINIB,AZD1775,LOVO,-0.6264357981,2,19004,907790.0,digestive_system,test_dc,-0.70028925,0.07385345132016596
42488,SUNITINIB,MK-8669,A375,30.1406226081,4,42488,906793.0,skin,test_dc,30.217606,0.07698298272031323
38345,MK-5108,MK-2206,LOVO,16.5020831345,3,38345,907790.0,digestive_system,test_dc,16.4216,0.0804827927031262
20049,TEMOZOLOMIDE,GELDANAMYCIN,SK-OV-3,-28.6858542846,0,20049,905959.0,urogenital_system,test_dc,-28.605217,0.08063730461953256
40764,PACLITAXEL,DINACICLIB,HCT116,-18.4163490981,4,40764,905936.0,digestive_system,test_dc,-18.327488,0.08886115254335891
34768,MITOMYCINE,BORTEZOMIB,OCUBM,-12.5031852828,0,34768,909256.0,breast,test_dc,-12.412559,0.09062672719697318
2532,CARBOPLATIN,ABT-888,MDAMB436,8.5776318769,1,2532,1240172.0,breast,test_dc,8.6699705,0.09233863549013677
533,5-FU,MK-8669,RKO,23.2541342238,0,533,909698.0,digestive_system,test_dc,23.160263,0.09387116227656378
33507,METFORMIN,MK-4827,HCT116,5.685305592,2,33507,905936.0,digestive_system,test_dc,5.5904684,0.09483718532275365
16673,MRK-003,METHOTREXATE,LOVO,-1.5780990402,2,16673,907790.0,digestive_system,test_dc,-1.4799291,0.0981699506537963
33408,METFORMIN,L778123,RPMI7951,2.6454658453,0,33408,910903.0,skin,test_dc,2.7442768,0.09881091670866704
23427,5-FU,LAPATINIB,OVCAR3,18.0118570501,1,23427,905933.0,urogenital_system,test_dc,18.113947,0.10208986457285008
31502,L778123,BEZ-235,OV90,31.1769722023,0,31502,1240197.0,urogenital_system,test_dc,31.07143,0.10554199600117187
20652,TOPOTECAN,SORAFENIB,NCIH2122,0.3207750585,2,20652,722046.0,lung,test_dc,0.21343325,0.10734180771512603
10195,METFORMIN,DASATINIB,OCUBM,-1.1893420104,0,10195,909256.0,breast,test_dc,-1.0755593,0.11378275193900156
24308,AZD1775,BORTEZOMIB,NCIH1650,-19.8463194672,2,24308,687800.0,lung,test_dc,-19.960617,0.11429759822968677
889,ABT-888,GELDANAMYCIN,MSTO,16.3961454953,3,889,908152.0,lung,test_dc,16.512325,0.11617979156523361
45116,VINORELBINE,SORAFENIB,RKO,-2.7164147617,1,45116,909698.0,digestive_system,test_dc,-2.8453317,0.12891690715375992
6642,ETOPOSIDE,AZD1775,MDAMB436,19.6026716455,3,6642,1240172.0,breast,test_dc,19.738823,0.13615129151171956
6174,ERLOTINIB,BORTEZOMIB,MDAMB436,-6.1503472206,0,6174,1240172.0,breast,test_dc,-6.0123205,0.13802670210634727
22679,ZOLINZA,MK-5108,NCIH1650,2.9855643312,0,22679,687800.0,lung,test_dc,3.1264513,0.14088692269099123
21948,VINORELBINE,MK-8669,RPMI7951,14.6445852611,3,21948,910903.0,skin,test_dc,14.785996,0.14141117597275432
9278,L778123,VINORELBINE,NCIH1650,8.012918491,3,9278,687800.0,lung,test_dc,8.154685,0.1417665294467767
2497,BORTEZOMIB,TOPOTECAN,NCIH23,-17.177115561,3,2497,905942.0,lung,test_dc,-17.32027,0.14315497733007732
23790,5-FU,TEMOZOLOMIDE,NCIH520,2.0155138901,0,23790,908443.0,lung,test_dc,1.8716917,0.1438221863036131
19199,SUNITINIB,ERLOTINIB,LOVO,16.8056764286,2,19199,907790.0,digestive_system,test_dc,16.65525,0.15042587928359552
34060,METHOTREXATE,DINACICLIB,MSTO,-21.4285243111,0,34060,908152.0,lung,test_dc,-21.580864,0.1523396415367202
27021,CYCLOPHOSPHAMIDE,SUNITINIB,HCT116,9.8485905958,2,27021,905936.0,digestive_system,test_dc,9.694554,0.15403626688154226
27433,DASATINIB,SN-38,MSTO,89.0881226613,4,27433,908152.0,lung,test_dc,89.2472,0.15907735090702602
44565,VINORELBINE,AZD1775,NCIH520,4.9748200757,4,44565,908443.0,lung,test_dc,5.136105,0.1612849848773923
42394,SUNITINIB,MK-2206,RKO,15.7946457585,2,42394,909698.0,digestive_system,test_dc,15.956511,0.16186478532324244
33961,METHOTREXATE,BEZ-235,UACC62,-6.2852833183,0,33961,905976.0,skin,test_dc,-6.4499493,0.16466594622636688
17454,OXALIPLATIN,MK-8776,OVCAR3,16.9918415414,4,17454,905933.0,urogenital_system,test_dc,17.157785,0.1659438742494146
34263,METHOTREXATE,MK-2206,OVCAR3,-37.9131229507,1,34263,905933.0,urogenital_system,test_dc,-38.08478,0.17165869602851558
28837,DOXORUBICIN,MK-5108,MSTO,-6.6237942399,3,28837,908152.0,lung,test_dc,-6.7990055,0.17521126852285196
10343,METFORMIN,L778123,LOVO,2.3514260377,0,10343,907790.0,digestive_system,test_dc,2.1751788,0.17624727144938968
25128,BEZ-235,SORAFENIB,RPMI7951,-4.4171283879,1,25128,910903.0,skin,test_dc,-4.2330227,0.18410569808066413
13786,MK-4541,MK-4827,NCIH23,-0.112574712,1,13786,905942.0,lung,test_dc,-0.29673374,0.18415902499188233
40510,OXALIPLATIN,MK-8776,SKMEL30,25.2045884331,4,40510,909726.0,skin,test_dc,25.39009,0.18550250928281287
15185,MK-5108,DINACICLIB,OV90,-7.1756408475,3,15185,1240197.0,urogenital_system,test_dc,-7.3615737,0.1859328486364742
25371,BORTEZOMIB,MK-8669,UWB1289,-15.0724068783,1,25371,1480374.0,urogenital_system,test_dc,-14.884711,0.18769561273603586
10390,METFORMIN,LAPATINIB,OCUBM,-1.576386903,3,10390,909256.0,breast,test_dc,-1.7666706,0.19028368167864995
6603,ETOPOSIDE,ABT-888,MDAMB436,19.64911645,3,6603,1240172.0,breast,test_dc,19.457949,0.19116776530761825
28875,DOXORUBICIN,MK-8669,MDAMB436,6.36692512,3,28875,1240172.0,breast,test_dc,6.175625,0.19130027258789095
23835,5-FU,ZOLINZA,RPMI7951,-0.2406381746,2,23835,910903.0,skin,test_dc,-0.43525523,0.194617054873114
34600,METHOTREXATE,ZOLINZA,HT144,-5.870905196,0,34600,907067.0,skin,test_dc,-5.671633,0.199272429276367
8886,L778123,MK-5108,SK-OV-3,16.0940686893,0,8886,905959.0,urogenital_system,test_dc,16.29432,0.2002504635320328
13719,MK-4541,MITOMYCINE,SK-OV-3,-1.3564414833,3,13719,905959.0,urogenital_system,test_dc,-1.154735,0.2017065141609009
21636,VINORELBINE,DASATINIB,RPMI7951,10.2822484096,2,21636,910903.0,skin,test_dc,10.072989,0.20925894579384696
12685,MK-2206,MK-8669,MDAMB436,31.6851762389,2,12685,1240172.0,breast,test_dc,31.473145,0.21203170764999868
8455,L778123,BEZ-235,SKMEL30,29.3865144253,0,8455,909726.0,skin,test_dc,29.174263,0.21225142481171844
46036,ZOLINZA,TEMOZOLOMIDE,HT144,8.1545919162,2,46036,907067.0,skin,test_dc,8.367831,0.21323931396357487
40506,OXALIPLATIN,MK-8776,OVCAR3,16.9918415414,4,40506,905933.0,urogenital_system,test_dc,16.778053,0.21378825770859322
3639,CYCLOPHOSPHAMIDE,L778123,SK-OV-3,7.7174235177,3,3639,905959.0,urogenital_system,test_dc,7.931451,0.2140273261110348
43395,TEMOZOLOMIDE,OXALIPLATIN,NCIH520,-8.7556298174,2,43395,908443.0,lung,test_dc,-8.541466,0.21416405812265538
30864,GEMCITABINE,DINACICLIB,A2058,-1.9476444593,3,30864,906792.0,skin,test_dc,-2.1626823,0.2150378355455811
15796,MK-8669,OXALIPLATIN,HT144,-3.0970873872,1,15796,907067.0,skin,test_dc,-3.313226,0.21613859737336405
37068,MK-4541,PACLITAXEL,MDAMB436,5.5935120777,3,37068,1240172.0,breast,test_dc,5.8103666,0.2168545528541994
45654,ZOLINZA,MK-2206,NCIH2122,35.0732145755,4,45654,722046.0,lung,test_dc,34.855774,0.21744064971875332
19800,TEMOZOLOMIDE,AZD1775,MDAMB436,19.5107949026,4,19800,1240172.0,breast,test_dc,19.289944,0.22085120753164134
25676,CARBOPLATIN,BEZ-235,SKMES1,19.2953758415,2,25676,909728.0,lung,test_dc,19.07423,0.22114564740820342
29857,ETOPOSIDE,DINACICLIB,OCUBM,-5.1265024454,1,29857,909256.0,breast,test_dc,-4.9022794,0.2242230684163573
11579,MITOMYCINE,ABT-888,A375,11.8736730172,4,11579,906793.0,skin,test_dc,11.648138,0.22553497093535135
28402,DOXORUBICIN,AZD1775,HT144,15.4897314102,3,28402,907067.0,skin,test_dc,15.718446,0.2287143676930672
4381,DASATINIB,SN-38,MSTO,89.0881226613,4,4381,908152.0,lung,test_dc,88.85649,0.23163157243281773
16264,MRK-003,DEXAMETHASONE,HT144,-6.7849341351,1,16264,907067.0,skin,test_dc,-7.0185513,0.23361721453989226
21552,VINORELBINE,BEZ-235,NCIH520,14.3781403366,4,21552,908443.0,lung,test_dc,14.615268,0.23712741700107465
10209,METFORMIN,DASATINIB,UWB1289,2.1886731514,0,10209,1480374.0,urogenital_system,test_dc,1.950991,0.23768211689224872
38900,MK-8669,SN-38,OV90,11.055025806,3,38900,1240197.0,urogenital_system,test_dc,10.817018,0.23800825076318333
33247,METFORMIN,DASATINIB,OCUBM,-1.1893420104,0,33247,909256.0,breast,test_dc,-0.95106393,0.23827807941168833
5647,DOXORUBICIN,L778123,UACC62,-7.8565846149,0,5647,905976.0,skin,test_dc,-7.615158,0.24142653384531254
40651,PACLITAXEL,BEZ-235,LNCAP,40.7314283955,3,40651,907788.0,urogenital_system,test_dc,40.488945,0.24248338817577775
24208,AZD1775,ABT-888,HT144,5.6905908645,2,24208,907067.0,skin,test_dc,5.4470506,0.24354029305834946
38580,MK-5108,SN-38,MDAMB436,5.7672742946,1,38580,1240172.0,breast,test_dc,5.5219746,0.24529973100136715
39051,MRK-003,ABT-888,NCIH2122,-4.1442208145,0,39051,722046.0,lung,test_dc,-3.8985527,0.24566815832629363
495,5-FU,MK-5108,RPMI7951,4.4237664099,2,495,910903.0,skin,test_dc,4.1774282,0.2463381643555662
32695,LAPATINIB,MK-2206,NCIH23,7.0384887918,2,32695,905942.0,lung,test_dc,6.7851048,0.2533840402130858
14718,MK-4827,MK-8669,MDAMB436,19.7708985863,2,14718,1240172.0,breast,test_dc,20.028206,0.25730728528203173
16948,MRK-003,OXALIPLATIN,MSTO,-17.0441776746,0,16948,908152.0,lung,test_dc,-17.302217,0.2580398089205076
621,5-FU,PD325901,NCIH520,-1.1429154638,0,621,908443.0,lung,test_dc,-1.4032701,0.26035466158909903
12870,MK-2206,SORAFENIB,A2058,15.7666393124,4,12870,906792.0,skin,test_dc,16.030943,0.2643036044701166
24627,AZD1775,MK-5108,HCT116,11.0015617068,0,24627,905936.0,digestive_system,test_dc,10.736768,0.26479393794013717
30848,GEMCITABINE,DASATINIB,OV90,11.7614059559,2,30848,1240197.0,urogenital_system,test_dc,12.026797,0.2653913387166984
22851,ZOLINZA,PD325901,T-47D,16.714062519,2,22851,905945.0,breast,test_dc,16.98052,0.2664577294130872
24893,AZD1775,SORAFENIB,RKO,-1.1666525432,1,24893,909698.0,digestive_system,test_dc,-0.8993902,0.26726232255791005
29001,DOXORUBICIN,SORAFENIB,OVCAR3,-39.0014576899,1,29001,905933.0,urogenital_system,test_dc,-38.7331,0.26835679878671925
24527,AZD1775,LAPATINIB,RKO,1.5089875002,3,24527,909698.0,digestive_system,test_dc,1.778591,0.2696035365965699
14868,MK-4827,PD325901,T-47D,-8.5397661653,3,14868,905945.0,breast,test_dc,-8.80964,0.269873765425098
27060,CYCLOPHOSPHAMIDE,TEMOZOLOMIDE,HCT116,2.3820314748,3,27060,905936.0,digestive_system,test_dc,2.1116536,0.2703779084395266
11130,METHOTREXATE,L778123,NCIH520,-4.503716123,2,11130,908443.0,lung,test_dc,-4.23105,0.27266610850415063
30105,ETOPOSIDE,MK-5108,UWB1289,12.5441033857,4,30105,1480374.0,urogenital_system,test_dc,12.2668085,0.27729487587333956
17542,PACLITAXEL,ABT-888,UACC62,1.4376445245,0,17542,905976.0,skin,test_dc,1.1599052,0.27773932926379397
16427,MRK-003,ETOPOSIDE,NCIH1650,13.3472370123,1,16427,687800.0,lung,test_dc,13.065071,0.28216590634296956
36650,MK-4541,LAPATINIB,RKO,-0.7375285502,3,36650,909698.0,digestive_system,test_dc,-1.0222996,0.2847710971312378
5823,DOXORUBICIN,MK-8669,MDAMB436,6.36692512,3,5823,1240172.0,breast,test_dc,6.651844,0.2849189046582028
4905,DEXAMETHASONE,MK-2206,T-47D,-10.0545242407,4,4905,905945.0,breast,test_dc,-10.340296,0.2857715509259773
23160,5-FU,BEZ-235,SK-OV-3,4.2458790789,1,23160,905959.0,urogenital_system,test_dc,4.5358467,0.2899676313050783
43099,TEMOZOLOMIDE,GELDANAMYCIN,SKMEL30,23.2577558443,0,43099,909726.0,skin,test_dc,22.967367,0.29038867205878915
4796,DEXAMETHASONE,L778123,A375,6.2939482253,3,4796,906793.0,skin,test_dc,6.001225,0.2927232306405765
13414,MK-4541,ERLOTINIB,VCAP,40.7376288539,2,13414,1299075.0,urogenital_system,test_dc,40.444244,0.29338446913437366
2033,BEZ-235,SN-38,OV90,9.8435718759,4,2033,1240197.0,urogenital_system,test_dc,10.149163,0.3055913702547848
36721,MK-4541,METHOTREXATE,NCIH23,-12.5223481878,3,36721,905942.0,lung,test_dc,-12.216161,0.30618741356904344
10786,METFORMIN,ZOLINZA,SKMEL30,2.4228088583,4,10786,909726.0,skin,test_dc,2.116353,0.3064558233268553
23639,5-FU,MK-8776,RPMI7951,4.9236207844,4,23639,910903.0,skin,test_dc,5.230388,0.30676738012026394
9914,LAPATINIB,SN-38,LOVO,25.4765296164,3,9914,907790.0,digestive_system,test_dc,25.16968,0.30684997467636776
22949,ZOLINZA,SUNITINIB,LOVO,1.1177490474,3,22949,907790.0,digestive_system,test_dc,0.80961514,0.30813391220712893
37237,MK-4541,SUNITINIB,SKMEL30,8.9587320725,4,37237,909726.0,skin,test_dc,8.650528,0.30820411839843764
23796,5-FU,TEMOZOLOMIDE,RPMI7951,0.4705453494,0,23796,910903.0,skin,test_dc,0.7790984,0.30855304213289797
26656,CYCLOPHOSPHAMIDE,GELDANAMYCIN,UACC62,-13.0158697983,0,26656,905976.0,skin,test_dc,-13.325553,0.30968314206865166
9643,LAPATINIB,MK-2206,NCIH23,7.0384887918,2,9643,905942.0,lung,test_dc,7.3525286,0.31403978028251966
39962,MRK-003,MK-8776,NCIH1650,7.8571664898,1,39962,687800.0,lung,test_dc,7.5411625,0.3160039989552734
34182,METHOTREXATE,L778123,NCIH520,-4.503716123,2,34182,908443.0,lung,test_dc,-4.821017,0.3173006654826658
19278,SUNITINIB,LAPATINIB,MDAMB436,6.608892881,3,19278,1240172.0,breast,test_dc,6.930933,0.3220401176572265
34302,METHOTREXATE,MK-4827,OVCAR3,-20.2874451638,0,34302,905933.0,urogenital_system,test_dc,-19.962864,0.32458124168086044
15068,MK-5108,BEZ-235,OV90,16.5629753484,1,15068,1240197.0,urogenital_system,test_dc,16.88905,0.32607418162929847
39812,MRK-003,MK-2206,OV90,23.1434504518,3,39812,1240197.0,urogenital_system,test_dc,23.471014,0.3275635710271487
3429,CYCLOPHOSPHAMIDE,BORTEZOMIB,MDAMB436,-0.6193109644,0,3429,1240172.0,breast,test_dc,-0.2864138,0.3328971756045288
42861,TEMOZOLOMIDE,AZD1775,OVCAR3,19.6023475264,4,42861,905933.0,urogenital_system,test_dc,19.938086,0.3357380296302743
24133,ABT-888,SORAFENIB,LNCAP,3.4828877016,1,24133,907788.0,urogenital_system,test_dc,3.1461418,0.3367459340981691
27042,CYCLOPHOSPHAMIDE,SUNITINIB,SK-OV-3,10.0949274561,2,27042,905959.0,urogenital_system,test_dc,10.437681,0.34275374202011655
36587,MK-4541,L778123,A375,8.2223684816,0,36587,906793.0,skin,test_dc,7.8771563,0.3452122239706057
12557,MK-2206,DINACICLIB,SKMES1,8.384784165,4,12557,909728.0,lung,test_dc,8.730922,0.34613758030029373
36771,MK-4541,MITOMYCINE,SK-OV-3,-1.3564414833,3,36771,905959.0,urogenital_system,test_dc,-1.707029,0.3505875017234985
28097,DEXAMETHASONE,MK-8776,NCIH1650,6.2021920576,4,28097,687800.0,lung,test_dc,6.5542006,0.352008591661475
6576,ERLOTINIB,TOPOTECAN,RPMI7951,18.2384166106,3,6576,910903.0,skin,test_dc,18.593163,0.3547459260210921
15027,MK-5108,ABT-888,NCIH520,-4.4146568474,1,15027,908443.0,lung,test_dc,-4.771233,0.3565762344176271
38504,MK-5108,OXALIPLATIN,NCIH1650,-1.2331419403,3,38504,687800.0,lung,test_dc,-1.5901881,0.3570462053375123
33313,METFORMIN,ERLOTINIB,HT144,-3.4728603705,0,33313,907067.0,skin,test_dc,-3.1147864,0.3580739840101317
5767,DOXORUBICIN,MK-4827,VCAP,8.1636128334,3,5767,1299075.0,urogenital_system,test_dc,7.8027415,0.36087130584262717
1256,AZD1775,BORTEZOMIB,NCIH1650,-19.8463194672,2,1256,687800.0,lung,test_dc,-20.207458,0.36113902889374927
26649,CYCLOPHOSPHAMIDE,GELDANAMYCIN,RPMI7951,-6.3095093869,0,26649,910903.0,skin,test_dc,-6.67176,0.36225069534487275
42559,SUNITINIB,MK-8776,UACC62,18.8422030962,2,42559,905976.0,skin,test_dc,19.207134,0.3649311506261732
38319,MK-5108,GELDANAMYCIN,RPMI7951,-4.1650048104,1,38319,910903.0,skin,test_dc,-4.5333652,0.3683604392337889
42383,SUNITINIB,MK-2206,NCIH2122,22.6595510249,2,42383,722046.0,lung,test_dc,22.290525,0.36902558849863354
29694,ETOPOSIDE,AZD1775,MDAMB436,19.6026716455,3,29694,1240172.0,breast,test_dc,19.233093,0.3695783837812492
10512,METFORMIN,MK-5108,RPMI7951,2.9889242467,2,10512,910903.0,skin,test_dc,3.3591614,0.3702371302531251
43704,TOPOTECAN,SORAFENIB,NCIH2122,0.3207750585,2,43704,722046.0,lung,test_dc,0.6911441,0.37036905027227784
40204,MRK-003,SUNITINIB,MDAMB436,5.5894836521,0,40204,1240172.0,breast,test_dc,5.964171,0.3746872806697752
33838,METFORMIN,ZOLINZA,SKMEL30,2.4228088583,4,33838,909726.0,skin,test_dc,2.0408094,0.38199946537092266
11547,METHOTREXATE,ZOLINZA,HCT116,-33.7329870792,0,11547,905936.0,digestive_system,test_dc,-34.11592,0.38293394130781166
33566,METFORMIN,MK-5108,SKMES1,1.6547028816,2,33566,909728.0,lung,test_dc,1.2717077,0.3829952276006714
20901,VINBLASTINE,DINACICLIB,T-47D,-59.9746565723,0,20901,905945.0,breast,test_dc,-59.591576,0.38308094974140516
31337,GEMCITABINE,SUNITINIB,SKMES1,-14.0229045091,2,31337,909728.0,lung,test_dc,-14.406278,0.3833731474551758
34408,METHOTREXATE,MK-8776,LNCAP,-17.327913227,1,34408,907788.0,urogenital_system,test_dc,-17.715588,0.38767438896679707
35922,MK-2206,SORAFENIB,A2058,15.7666393124,4,35922,906792.0,skin,test_dc,15.378259,0.38838060726084045
20071,TEMOZOLOMIDE,LAPATINIB,LNCAP,2.744736338,4,20071,907788.0,urogenital_system,test_dc,2.3525724,0.39216389689892583
8613,L778123,ERLOTINIB,SK-OV-3,16.9332579525,0,8613,905959.0,urogenital_system,test_dc,17.327524,0.3942662326806641
23822,5-FU,ZOLINZA,LOVO,-8.3980484627,2,23822,907790.0,digestive_system,test_dc,-8.002879,0.3951693199387698
43929,VINBLASTINE,DINACICLIB,HCT116,-27.3201518158,0,43929,905936.0,digestive_system,test_dc,-26.923767,0.3963847259562492
27674,DEXAMETHASONE,BORTEZOMIB,OV90,-9.7829860391,3,27674,1240197.0,urogenital_system,test_dc,-10.180163,0.39717734438388597
12551,MK-2206,DINACICLIB,OV90,6.6770370377,4,12551,1240197.0,urogenital_system,test_dc,7.0757475,0.3987104522291993
27562,DEXAMETHASONE,ABT-888,SKMEL30,4.1104494249,2,27562,909726.0,skin,test_dc,3.7112873,0.39916216484445766
31722,L778123,GELDANAMYCIN,HCT116,23.558919388,0,31722,905936.0,digestive_system,test_dc,23.958153,0.3992333829960941
770,5-FU,ZOLINZA,LOVO,-8.3980484627,2,770,907790.0,digestive_system,test_dc,-7.998434,0.39961439592753933
5949,DOXORUBICIN,SORAFENIB,OVCAR3,-39.0014576899,1,5949,905933.0,urogenital_system,test_dc,-38.600502,0.40095567573984425
7796,GEMCITABINE,DASATINIB,OV90,11.7614059559,2,7796,1240197.0,urogenital_system,test_dc,11.360355,0.4010505787027352
17737,PACLITAXEL,DINACICLIB,UACC62,3.6190456706,4,17737,905976.0,skin,test_dc,3.2157912,0.4032544451666502
41206,PACLITAXEL,SORAFENIB,OCUBM,-6.474135759,4,41206,909256.0,breast,test_dc,-6.8776827,0.4035469268520506
5369,DOXORUBICIN,AZD1775,SKMES1,1.8474992832,3,5369,909728.0,lung,test_dc,2.2528932,0.40539392625739756
26533,CYCLOPHOSPHAMIDE,DASATINIB,SKMEL30,-24.3455413456,1,26533,909726.0,skin,test_dc,-23.938974,0.4065669651068369
40789,PACLITAXEL,DINACICLIB,UACC62,3.6190456706,4,40789,905976.0,skin,test_dc,3.2119377,0.40710800466066877
11716,MITOMYCINE,BORTEZOMIB,OCUBM,-12.5031852828,0,11716,909256.0,breast,test_dc,-12.912698,0.40951250925322213
13548,MK-4541,L778123,MDAMB436,6.4298517314,0,13548,1240172.0,breast,test_dc,6.8396153,0.4097636136012204
30537,GELDANAMYCIN,SN-38,A2058,19.0185063841,1,30537,906792.0,skin,test_dc,18.607794,0.4107125761166017
19411,SUNITINIB,MK-5108,MSTO,2.6294820528,0,19411,908152.0,lung,test_dc,2.214782,0.4147000532119871
30129,ETOPOSIDE,MK-8669,NCIH520,4.9081852455,0,30129,908443.0,lung,test_dc,4.4927707,0.4154145736555179
22254,ZOLINZA,AZD1775,NCIH520,-0.8368904936,4,22254,908443.0,lung,test_dc,-1.2535137,0.41662320020950927
23909,ABT-888,DINACICLIB,OV90,-7.962884871,4,23909,1240197.0,urogenital_system,test_dc,-8.3865185,0.4236336073935547
