Unnamed: 0,Drug1,Drug2,Cell line,synergy,fold,index,Cosmic sample Id,Tissue,set,predict,abs_error
14784,MK-4827,MK-8776,SKMEL30,23.4368935032,1,14784,909726.0,skin,test_dc,22.936274,0.5006199283708987
42395,SUNITINIB,MK-2206,RPMI7951,10.2812449005,2,42395,910903.0,skin,test_dc,9.780247,0.5009981658808602
42431,SUNITINIB,MK-4827,OV90,-1.9971984739,1,42431,1240197.0,urogenital_system,test_dc,-2.4993873,0.502188790351709
12287,MITOMYCINE,SUNITINIB,SW837,2.6922084377,0,12287,909755.0,digestive_system,test_dc,3.194669,0.5024605705550047
6081,ERLOTINIB,ABT-888,A2058,9.6671129656,4,6081,906792.0,skin,test_dc,9.154585,0.5125280809564448
3756,CYCLOPHOSPHAMIDE,MK-4827,SK-OV-3,8.0849277102,3,3756,905959.0,urogenital_system,test_dc,8.610291,0.5253628171437494
15229,MK-5108,ERLOTINIB,SKMEL30,12.2725883136,1,15229,909726.0,skin,test_dc,11.743221,0.5293670306410156
27609,DEXAMETHASONE,AZD1775,UWB1289,70.3900176107,4,27609,1480374.0,urogenital_system,test_dc,69.85959,0.5304289876531243
38407,MK-5108,MK-4827,VCAP,-1.6408946378,3,38407,1299075.0,urogenital_system,test_dc,-2.1720035,0.5311088698141357
33530,METFORMIN,MK-4827,SW837,-14.7778857944,2,33530,909755.0,digestive_system,test_dc,-15.309298,0.5314117672455083
1371,AZD1775,ERLOTINIB,A2058,6.9779629489,3,1371,906792.0,skin,test_dc,7.513864,0.5359010914747557
44619,VINORELBINE,BEZ-235,UWB1289,14.275702748,4,44619,1480374.0,urogenital_system,test_dc,14.813469,0.5377661851054683
29247,ERLOTINIB,BORTEZOMIB,UWB1289,-20.0989109547,0,29247,1480374.0,urogenital_system,test_dc,-19.558138,0.5407730610232413
37668,MK-4827,ERLOTINIB,SK-OV-3,7.5147891191,4,37668,905959.0,urogenital_system,test_dc,6.973055,0.5417342332357418
37863,MK-4827,OXALIPLATIN,MDAMB436,-7.027663041,0,37863,1240172.0,breast,test_dc,-7.5769815,0.5493185034946286
44810,VINORELBINE,GELDANAMYCIN,SW837,-17.5548752157,2,44810,909755.0,digestive_system,test_dc,-16.99996,0.55491527002129
18090,PACLITAXEL,MK-8776,UWB1289,-20.6485241644,0,18090,1480374.0,urogenital_system,test_dc,-21.206026,0.5575019128705065
14174,MK-4541,SUNITINIB,NCIH1650,-6.9192089463,4,14174,687800.0,lung,test_dc,-7.4812226,0.5620136832471188
12291,MITOMYCINE,SUNITINIB,UWB1289,-2.3078115049,0,12291,1480374.0,urogenital_system,test_dc,-1.745244,0.5625674787159181
45039,VINORELBINE,MK-8776,RPMI7951,-15.4764052125,1,45039,910903.0,skin,test_dc,-14.907992,0.5684128495239253
702,5-FU,SUNITINIB,OVCAR3,7.236478142,3,702,905933.0,urogenital_system,test_dc,6.66047,0.5760081331499025
44565,VINORELBINE,AZD1775,NCIH520,4.9748200757,4,44565,908443.0,lung,test_dc,4.3932333,0.5815867764446292
21758,VINORELBINE,GELDANAMYCIN,SW837,-17.5548752157,2,21758,909755.0,digestive_system,test_dc,-18.141895,0.5870200784894521
42357,SUNITINIB,MK-2206,A375,22.7852001559,2,42357,906793.0,skin,test_dc,23.374367,0.5891666043539061
22040,VINORELBINE,SORAFENIB,A375,13.1640352302,1,22040,906793.0,skin,test_dc,13.758963,0.5949274010255863
4501,DEXAMETHASONE,ABT-888,NCIH23,3.568581256,2,4501,905942.0,lung,test_dc,2.9689028,0.5996784296907958
19065,SUNITINIB,BEZ-235,UWB1289,24.4256944729,1,19065,1480374.0,urogenital_system,test_dc,23.824278,0.6014165950923811
4757,DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904,1,4757,906793.0,skin,test_dc,0.8357544,0.60233909586875
26796,CYCLOPHOSPHAMIDE,MK-4827,NCIH2122,10.5451317132,3,26796,722046.0,lung,test_dc,11.152103,0.6069717108722656
38281,MK-5108,ERLOTINIB,SKMEL30,12.2725883136,1,38281,909726.0,skin,test_dc,11.663347,0.6092410693373047
3549,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH2122,5.4168465858,0,3549,722046.0,lung,test_dc,4.8037853,0.6130612617033204
37466,MK-4827,ABT-888,OV90,0.2349067495,4,37466,1240197.0,urogenital_system,test_dc,0.87248963,0.6375828816759949
14327,MK-4541,VINORELBINE,LOVO,-0.1885593852,4,14327,907790.0,digestive_system,test_dc,-0.82633734,0.6377779522938964
39841,MRK-003,MK-4827,LNCAP,-6.2462318464,0,39841,907788.0,urogenital_system,test_dc,-5.6079483,0.6382835431773435
8282,GEMCITABINE,SUNITINIB,RKO,-10.7329733409,2,8282,909698.0,digestive_system,test_dc,-10.091154,0.641819242389257
4813,DEXAMETHASONE,L778123,NCIH23,2.227162334,3,4813,905942.0,lung,test_dc,1.5786861,0.6484762158740844
44888,VINORELBINE,MK-2206,SW837,18.8428754739,0,44888,909755.0,digestive_system,test_dc,19.49246,0.6495847769544909
29354,ERLOTINIB,GELDANAMYCIN,RKO,2.1746192737,4,29354,909698.0,digestive_system,test_dc,2.8267162,0.652096910916089
8280,GEMCITABINE,SUNITINIB,OVCAR3,-8.4998526206,2,8280,905933.0,urogenital_system,test_dc,-7.840022,0.6598305335028325
41140,PACLITAXEL,MK-8776,UACC62,1.3472962148,0,41140,905976.0,skin,test_dc,0.6808062,0.6664899952222108
28035,DEXAMETHASONE,MK-5108,T-47D,14.3216000371,0,28035,905945.0,breast,test_dc,14.992258,0.6706580347994144
24453,AZD1775,ERLOTINIB,SK-OV-3,16.1911336226,3,24453,905959.0,urogenital_system,test_dc,16.873442,0.6823080735669933
29429,ERLOTINIB,MK-8776,OV90,5.0422857722,2,29429,1240197.0,urogenital_system,test_dc,4.35585,0.6864355524734371
30929,GEMCITABINE,ERLOTINIB,RKO,-9.2804826744,1,30929,909698.0,digestive_system,test_dc,-9.975649,0.6951662056048828
19457,SUNITINIB,MK-8669,OV90,24.2219143869,4,19457,1240197.0,urogenital_system,test_dc,24.921026,0.6991118429583985
22956,ZOLINZA,SUNITINIB,NCIH520,-4.2809590847,3,22956,908443.0,lung,test_dc,-4.982653,0.7016940563217284
19008,SUNITINIB,AZD1775,NCIH2122,-6.890146387,2,19008,722046.0,lung,test_dc,-6.1837034,0.706442964453613
24442,AZD1775,ERLOTINIB,NCIH23,-3.4190334601,3,24442,905942.0,lung,test_dc,-2.709575,0.7094585222795655
22093,VINORELBINE,SUNITINIB,MSTO,9.9936402555,2,22093,908152.0,lung,test_dc,10.703577,0.7099367861259758
36829,MK-4541,MK-4827,HT144,-8.9699789203,1,36829,907067.0,skin,test_dc,-9.686836,0.7168573223757804
21525,VINORELBINE,AZD1775,T-47D,-13.6059884367,4,21525,905945.0,breast,test_dc,-14.333295,0.7273064317692377
18966,SUNITINIB,ABT-888,MDAMB436,6.6237839952,4,18966,1240172.0,breast,test_dc,7.3556833,0.7318993315211912
17930,PACLITAXEL,MK-2206,SW837,31.4679222598,2,17930,909755.0,digestive_system,test_dc,30.732822,0.7350998415871111
44990,VINORELBINE,MK-8669,NCIH1650,26.5497882054,3,44990,687800.0,lung,test_dc,27.287977,0.738189013227931
21938,VINORELBINE,MK-8669,NCIH1650,26.5497882054,3,21938,687800.0,lung,test_dc,27.291233,0.7414448573441419
12257,MITOMYCINE,SUNITINIB,A375,11.7255296126,0,12257,906793.0,skin,test_dc,12.470993,0.7454634293921867
5759,DOXORUBICIN,MK-4827,SKMES1,-0.733084804,3,5759,909728.0,lung,test_dc,0.024805827,0.7578906310663023
21373,VINBLASTINE,SUNITINIB,VCAP,6.3440139917,2,21373,1299075.0,urogenital_system,test_dc,5.5834837,0.7605302957161131
3726,CYCLOPHOSPHAMIDE,MK-4827,A2058,8.5102584655,3,3726,906792.0,skin,test_dc,9.272594,0.7623359864042971
25839,CARBOPLATIN,ERLOTINIB,UWB1289,5.9474098761,0,25839,1480374.0,urogenital_system,test_dc,5.179081,0.7683289129652344
3561,CYCLOPHOSPHAMIDE,ERLOTINIB,SK-OV-3,5.6659633103,0,3561,905959.0,urogenital_system,test_dc,4.8957653,0.7701980057345708
438,5-FU,MK-4827,HCT116,8.0324018449,3,438,905936.0,digestive_system,test_dc,8.810055,0.7776529341527336
40576,PACLITAXEL,ABT-888,MSTO,18.2647186817,0,40576,908152.0,lung,test_dc,17.483332,0.7813870014021482
19052,SUNITINIB,BEZ-235,OV90,20.5268253843,1,19052,1240197.0,urogenital_system,test_dc,19.73284,0.7939857999494144
27809,DEXAMETHASONE,GELDANAMYCIN,A375,1.4380934904,1,27809,906793.0,skin,test_dc,0.6426822,0.7954112956902222
4496,DEXAMETHASONE,ABT-888,LOVO,-5.1964596738,2,4496,907790.0,digestive_system,test_dc,-4.3938093,0.8026503552575193
17698,PACLITAXEL,DASATINIB,UACC62,10.5237598407,0,17698,905976.0,skin,test_dc,11.3314,0.8076400769025387
5030,DEXAMETHASONE,MK-8776,A375,16.5519179524,4,5030,906793.0,skin,test_dc,17.35958,0.8076611339037107
17769,PACLITAXEL,ERLOTINIB,RPMI7951,-6.0855165413,4,17769,910903.0,skin,test_dc,-5.2757983,0.809718220529736
31076,GEMCITABINE,MK-4827,NCIH1650,1.9747209748,3,31076,687800.0,lung,test_dc,1.1628673,0.8118536671370362
14765,MK-4827,MK-8776,LOVO,4.5397605908,1,14765,907790.0,digestive_system,test_dc,3.7277527,0.8120079052531253
6091,ERLOTINIB,ABT-888,HT144,-5.994644575,4,6091,907067.0,skin,test_dc,-5.1748652,0.8197793291809079
6221,ERLOTINIB,DASATINIB,OV90,15.2012791859,3,6221,1240197.0,urogenital_system,test_dc,14.379357,0.8219218479483406
37083,MK-4541,PACLITAXEL,SK-OV-3,8.7052696613,3,37083,905959.0,urogenital_system,test_dc,7.877522,0.8277476695702628
5045,DEXAMETHASONE,MK-8776,NCIH1650,6.2021920576,4,5045,687800.0,lung,test_dc,7.030645,0.8284528360462406
42603,SUNITINIB,PD325901,A2058,16.7669354147,4,42603,906792.0,skin,test_dc,15.936629,0.8303061193508796
12591,MK-2206,ERLOTINIB,LOVO,18.8651844451,1,12591,907790.0,digestive_system,test_dc,19.696716,0.8315318634937512
26234,CARBOPLATIN,SUNITINIB,A375,12.4945771951,2,26234,906793.0,skin,test_dc,13.327854,0.8332769613941409
37586,MK-4827,DASATINIB,RKO,23.7353555987,2,37586,909698.0,digestive_system,test_dc,22.89654,0.8388159105896484
40982,PACLITAXEL,MK-2206,SW837,31.4679222598,2,40982,909755.0,digestive_system,test_dc,30.625732,0.8421898379250017
16373,MRK-003,ERLOTINIB,A375,9.0749191816,3,16373,906793.0,skin,test_dc,8.227044,0.8478750760702152
